Category,Message
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Yes i will be there. Glad you made it.
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,I need you to be in my strong arms...
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,At home watching tv lor.
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Lol your always so convincing.
ham,K:)k..its good:)when are you going?
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"Oh... Icic... K lor, den meet other day..."
ham,Wait  &lt;#&gt;  min..
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,"Sorry, I'll call later"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,Jay's getting really impatient and belligerent
ham,Howz pain?hope u r fine..
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,Can't take any major roles in community outreach. You rock mel
ham,You didnt complete your gist oh.
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,what is your account number?
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,Sat right? Okay thanks...
ham,Its too late:)but its k.wish you the same.
ham,Are u awake? Is there snow there?
ham,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Ard 6 like dat lor.
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,Nobody can decide where to eat and dad wants Chinese
ham,When should I come over?
ham,Are you not around or just still asleep? :V
ham,"It's wylie, you in tampa or sarasota?"
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,Home so we can always chat
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Nope... Juz off from work...
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,No da. . Vijay going to talk in jaya tv
ham,I love working from home :)
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,K k :-):-) then watch some films.
ham,There is no sense in my foot and penis.
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,What's ur pin?
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,"Probably not, still going over some stuff here"
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,", ow u dey.i paid 60,400thousad.i told  u would call ."
ham,Yes. that will be fine. Love you. Be safe.
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Is ur paper in e morn or aft tmr?
ham,I.ll get there tomorrow and send it to you
ham,Roger that. We‘re probably going to rem in about 20
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Dude we should go sup again
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Is ur paper today in e morn or aft?
ham,Ü still got lessons?  Ü in sch?
ham,"Hmph. Go head, big baller."
ham,Its not that time of the month nor mid of the time?
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,I dunno they close oredi not... Ü v ma fan...
ham,Babe ? I lost you ... :-(
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,At home also.
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,Hope you are feeling great. Pls fill me in. Abiola
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,"Yeah why not, is the gang all ready"
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,Lol they were mad at first but then they woke up and gave in.
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,Please tell me not all of my car keys are in your purse
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
ham,Lol yes. But it will add some spice to your day.
ham,Why do you ask princess?
ham,Havent shopping now lor i juz arrive only
ham,One small prestige problem now.
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,"Hey elaine, is today's meeting still on?"
ham,So u wan 2 come for our dinner tonight a not?
ham,How are you enjoying this semester? Take care brother.
ham,K..k..i'm also fine:)when will you complete the course?
ham,No i am not having not any movies in my laptop
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Daddy will take good care of you :)
ham,Ok lor wat time ü finish?
ham,K tell me anything about you.
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,ok....take care.umma to you too...
ham,Sent me ur email id soon
ham,I sent you  &lt;#&gt;  bucks
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,Please attend the phone:)
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,I'm in a movie... Collect car oredi...
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Raviyog Peripherals bhayandar east
ham,In which place do you want da.
ham,So when do you wanna gym?
ham,Ok anyway no need to change with what you said
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x
ham,Now got tv 2 watch meh? U no work today?
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,That depends. How would you like to be treated? :)
ham,Good words.... But words may leave u in dismay many times.
ham,Not directly behind... Abt 4 rows behind ü...
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,"Haven't seen my facebook, huh? Lol!"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,&lt;#&gt;  w jetton ave if you forgot
ham,Hurry home. Soup is DONE!
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Morning only i can ok.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,K...k...yesterday i was in cbe .
ham,Happy new years melody!
ham,Hi good mornin.. Thanku wish u d same..
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,Ok cool. See ya then.
ham,I dunno lei... Like dun haf...
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,On the road so cant txt
ham,Ok lor.
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,The hair cream has not been shipped.
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,What is your record for one night? :)
ham,"K, can that happen tonight?"
ham,Oh really?? Did you make it on air? What's your talent?
ham,I cant pick the phone right now. Pls send a message
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Pls accept me for one day. Or am begging you change the number.
ham,U should have made an appointment
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"It‘s reassuring, in this crazy world."
ham,Uncle Abbey! Happy New Year. Abiola
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
ham,Yo we are watching a movie on netflix
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Thank you baby! I cant wait to taste the real thing...
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,"Yup, leaving right now, be back soon"
ham,Your daily text from me – a favour this time
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,I'm on the bus. Love you
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Hi. Hope you had a good day. Have a better night.
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,Whens your radio show?
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,Did u got that persons story
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,That's my honeymoon outfit. :)
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Well I'm going to be an aunty!
ham,Great! I shoot big loads so get ready!
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,No no. I will check all rooms befor activities
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Also are you bringing galileo or dobby
ham,S..antha num corrct dane
ham,I asked you to call him now ok
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,Yes. Nigh you cant aha.
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Still in customer place
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,How come guoyang go n tell her? Then u told her?
ham,You're gonna have to be way more specific than that
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Mmmm.... I cant wait to lick it!
ham,Aight sorry I take ten years to shower. What's the plan?
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham,"K, if u bored up just come to my home.."
ham,You got called a tool?
ham,Now get step 2 outta the way. Congrats again.
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,Hey i've booked the 2 lessons on sun liao...
ham,Sen told that he is going to join his uncle finance in cbe
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,I dunno until when... Lets go learn pilates...
ham,I had askd u a question some hours before. Its answer
ham,"Just checked out, heading out to drop off my stuff now"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,Sindu got job in birla soft ..
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,I wanna watch that movie
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,R u meeting da ge at nite tmr?
ham,Yeah we do totes. When u wanna?
ham,Customer place i will call you
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Sorry, I'll call later"
ham,Am slow in using biola's fne
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Hey tmr meet at bugis 930 ?
ham,A bloo bloo bloo I'll miss the first bowl
ham,That is wondar full flim.
ham,Gibbs unsold.mike hussey
ham,K. I will sent it again
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Wat r u doing now?
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,"Yes, my reg is  Ciao!"
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,ARR birthday today:) i wish him to get more oscar.
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,You still coming tonight?
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
ham,Is toshiba portege m100 gd?
ham,What's nannys address?
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Me fine..absolutly fine
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Am i that much bad to avoid like this?
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Moji just informed me that you saved our lives. Thanks.
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,I'm fine. Hope you are good. Do take care.
ham,I will come to ur home now
ham,R ü comin back for dinner?
ham,Understand. his loss is my gain :) so do you work? School?
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Check audrey's status right now
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Jesus armand really is trying to tell everybody he can find
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,You know what hook up means right?
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,Yun buying... But school got offer 2000 plus only...
ham,I'll meet you in the lobby
ham,There are many company. Tell me the language.
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,No. Thank you. You've been wonderful
ham,Update your face book status frequently :)
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,Idea will soon get converted to live:)
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,Please dont say like that. Hi hi hi
ham,Is there any training tomorrow?
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,"Like  &lt;#&gt; , same question"
ham,The evo. I just had to download flash. Jealous?
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,"Sorry, I'll call later in meeting"
ham,University of southern california.
ham,I will reach before ten morning
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
ham,"Alright, see you in a bit"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
ham,Apps class varaya elaya.
ham,K. I will sent it again
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Is avatar supposed to have subtoitles
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,K:)i will give my kvb acc details:)
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,when you and derek done with class?
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,:)
ham,Glad to see your reply.
